,2023-11-12,2023-11-11,2023-11-10,2023-10-20,2023-10-21,2023-10-22,2023-10-23,2023-10-24,2023-10-25,2023-10-26,2023-10-27,2023-10-28,2023-10-29,2023-10-30,2023-10-31,2023-11-06,2023-11-08,2023-11-09,2023-11-01,2023-11-02,2023-11-03,2023-11-04,2023-11-05,2023-11-07
MDL,,19.110433,,,,,,,,,,,,,,,,,,,,,,
MGA,,4842.602838,,,,,,,,,,,,,,,,,,,,,,
MKD,,61.609947,,,,,,,,,,,,,,,,,,,,,,
MMK,,2242.016123,,,,,,,,,,,,,,,,,,,,,,
MNT,,3693.801592,,,,,,,,,,,,,,,,,,,,,,
MOP,,8.587096,,,,,,,,,,,,,,,,,,,,,,
MRO,,382.511794,,,,,,,,,,,,,,,,,,,,,,
MUR,,47.372215,,,,,,,,,,,,,,,,,,,,,,
MVR,,16.415205,,,,,,,,,,,,,,,,,,,,,,
MWK,,1797.152608,,,,,,,,,,,,,,,,,,,,,,
MXN,,18.907561,,,,,,,,,,,,,,,,,,,,,,
MYR,,5.02784,,,,,,,,,,,,,,,,,,,,,,
MZN,,67.769926,,,,,,,,,,,,,,,,,,,,,,
NAD,,19.993887,,,,,,,,,,,,,,,,,,,,,,
NGN,,862.527379,,,,,,,,,,,,,,,,,,,,,,
NIO,,39.076795,,,,,,,,,,,,,,,,,,,,,,
NOK,,11.836769,,,,,,,,,,,,,,,,,,,,,,
NPR,,142.284331,,,,,,,,,,,,,,,,,,,,,,
NZD,,1.820048,,,,,,,,,,,,,,,,,,,,,,
OMR,,0.410966,,,,,,,,,,,,,,,,,,,,,,
PAB,,1.067612,,,,,,,,,,,,,,,,,,,,,,
PEN,,4.058467,,,,,,,,,,,,,,,,,,,,,,
PGK,,3.965675,,,,,,,,,,,,,,,,,,,,,,
PHP,,59.916702,,,,,,,,,,,,,,,,,,,,,,
PKR,,302.241212,,,,,,,,,,,,,,,,,,,,,,
PLN,,4.440236,,,,,,,,,,,,,,,,,,,,,,
PYG,,7947.348205,,,,,,,,,,,,,,,,,,,,,,
QAR,,3.900926,,,,,,,,,,,,,,,,,,,,,,
RON,,4.983482,,,,,,,,,,,,,,,,,,,,,,
RSD,,117.160391,,,,,,,,,,,,,,,,,,,,,,
RUB,,98.767779,,,,,,,,,,,,,,,,,,,,,,
RWF,,1312.692341,,,,,,,,,,,,,,,,,,,,,,
SAR,,4.019105,,,,,,,,,,,,,,,,,,,,,,
SBD,,8.970136,,,,,,,,,,,,,,,,,,,,,,
SCR,,14.209235,,,,,,,,,,,,,,,,,,,,,,
SDG,,642.345485,,,,,,,,,,,,,,,,,,,,,,
SEK,,11.677548,,,,,,,,,,,,,,,,,,,,,,
SGD,,1.458157,,,,,,,,,,,,,,,,,,,,,,
SHP,,1.303702,,,,,,,,,,,,,,,,,,,,,,
SLE,,23.678795,,,,,,,,,,,,,,,,,,,,,,
SLL,,21161.377332,,,,,,,,,,,,,,,,,,,,,,
SOS,,611.805236,,,,,,,,,,,,,,,,,,,,,,
SRD,,40.668956,,,,,,,,,,,,,,,,,,,,,,
STD,,22177.102714,,,,,,,,,,,,,,,,,,,,,,
SYP,,13930.916765,,,,,,,,,,,,,,,,,,,,,,
SZL,,20.005359,,,,,,,,,,,,,,,,,,,,,,
THB,,38.980188,,,,,,,,,,,,,,,,,,,,,,
TJS,,11.711739,,,,,,,,,,,,,,,,,,,,,,
TMT,,3.760832,,,,,,,,,,,,,,,,,,,,,,
TND,,3.383718,,,,,,,,,,,,,,,,,,,,,,
TOP,,2.563799,,,,,,,,,,,,,,,,,,,,,,
TRY,,30.599248,,,,,,,,,,,,,,,,,,,,,,
TTD,,7.252405,,,,,,,,,,,,,,,,,,,,,,
TWD,,34.673376,,,,,,,,,,,,,,,,,,,,,,
TZS,,2669.081098,,,,,,,,,,,,,,,,,,,,,,
UAH,,38.548838,,,,,,,,,,,,,,,,,,,,,,
UGX,,4024.66992,,,,,,,,,,,,,,,,,,,,,,
USD,,1.071462,,,,,,,,,,,,,,,,,,,,,,
UYU,,42.656502,,,,,,,,,,,,,,,,,,,,,,
UZS,,13099.925622,,,,,,,,,,,,,,,,,,,,,,
VEF,,3776516.870112,,,,,,,,,,,,,,,,,,,,,,
VES,,37.717375,,,,,,,,,,,,,,,,,,,,,,
VND,,26063.316191,,,,,,,,,,,,,,,,,,,,,,
VUV,,130.920897,,,,,,,,,,,,,,,,,,,,,,
WST,,2.990452,,,,,,,,,,,,,,,,,,,,,,
XAF,,655.903207,,,,,,,,,,,,,,,,,,,,,,
XAG,,0.048125,,,,,,,,,,,,,,,,,,,,,,
XAU,,0.000553,,,,,,,,,,,,,,,,,,,,,,
XCD,,2.89568,,,,,,,,,,,,,,,,,,,,,,
XDR,,0.812133,,,,,,,,,,,,,,,,,,,,,,
XOF,,655.903207,,,,,,,,,,,,,,,,,,,,,,
XPF,,120.37916,,,,,,,,,,,,,,,,,,,,,,
YER,,268.190822,,,,,,,,,,,,,,,,,,,,,,
ZAR,,20.063322,,,,,,,,,,,,,,,,,,,,,,
ZMK,,9644.448727,,,,,,,,,,,,,,,,,,,,,,
ZMW,,24.368001,,,,,,,,,,,,,,,,,,,,,,
ZWL,,345.010367,,,,,,,,,,,,,,,,,,,,,,
AED,,,3.920324,,,,,,,,,,,,,,,,,,,,,
AFN,,,78.581241,,,,,,,,,,,,,,,,,,,,,
ALL,,,104.617906,,,,,,,,,,,,,,,,,,,,,
AMD,,,430.261549,,,,,,,,,,,,,,,,,,,,,
ANG,,,1.926594,,,,,,,,,,,,,,,,,,,,,
AOA,,,887.483803,,,,,,,,,,,,,,,,,,,,,
ARS,,,373.546797,,,,,,,,,,,,,,,,,,,,,
AUD,,,1.679226,,,,,,,,,,,,,,,,,,,,,
AWG,,,1.921199,,,,,,,,,,,,,,,,,,,,,
AZN,,,1.814225,,,,,,,,,,,,,,,,,,,,,
BAM,,,1.95608,,,,,,,,,,,,,,,,,,,,,
BBD,,,2.15849,,,,,,,,,,,,,,,,,,,,,
BDT,,,117.856859,,,,,,,,,,,,,,,,,,,,,
BGN,,,1.957339,,,,,,,,,,,,,,,,,,,,,
BHD,,,0.402352,,,,,,,,,,,,,,,,,,,,,
BIF,,,3036.934434,,,,,,,,,,,,,,,,,,,,,
BMD,,,1.067333,,,,,,,,,,,,,,,,,,,,,
BND,,,1.452208,,,,,,,,,,,,,,,,,,,,,
BOB,,,7.387057,,,,,,,,,,,,,,,,,,,,,
BRL,,,5.266857,,,,,,,,,,,,,,,,,,,,,
BSD,,,1.068983,,,,,,,,,,,,,,,,,,,,,
BTC,,,2.9181744e-05,,,,,,,,,,,,,,,,,,,,,
BTN,,,89.035737,,,,,,,,,,,,,,,,,,,,,
BWP,,,14.524282,,,,,,,,,,,,,,,,,,,,,
BYN,,,3.522036,,,,,,,,,,,,,,,,,,,,,
BYR,,,20919.720572,,,,,,,,,,,,,,,,,,,,,
BZD,,,2.154789,,,,,,,,,,,,,,,,,,,,,
CAD,,,1.474291,,,,,,,,,,,,,,,,,,,,,
CDF,,,2823.095085,,,,,,,,,,,,,,,,,,,,,
CHF,,,0.963017,,,,,,,,,,,,,,,,,,,,,
CLF,,,0.035016,,,,,,,,,,,,,,,,,,,,,
CLP,,,966.203479,,,,,,,,,,,,,,,,,,,,,
CNY,,,7.780536,,,,,,,,,,,,,,,,,,,,,
COP,,,4326.966694,,,,,,,,,,,,,,,,,,,,,
CRC,,,567.581193,,,,,,,,,,,,,,,,,,,,,
CUC,,,1.067333,,,,,,,,,,,,,,,,,,,,,
CUP,,,28.284316,,,,,,,,,,,,,,,,,,,,,
CVE,,,110.280776,,,,,,,,,,,,,,,,,,,,,
CZK,,,24.525597,,,,,,,,,,,,,,,,,,,,,
DJF,,,190.332577,,,,,,,,,,,,,,,,,,,,,
DKK,,,7.458788,,,,,,,,,,,,,,,,,,,,,
DOP,,,60.688682,,,,,,,,,,,,,,,,,,,,,
DZD,,,144.245628,,,,,,,,,,,,,,,,,,,,,
EGP,,,32.987944,,,,,,,,,,,,,,,,,,,,,
ERN,,,16.00999,,,,,,,,,,,,,,,,,,,,,
ETB,,,59.763509,,,,,,,,,,,,,,,,,,,,,
EUR,,,1.0,,,,,,,,,,,,,,,,,,,,,
FJD,,,2.431393,,,,,,,,,,,,,,,,,,,,,
FKP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
GBP,,,0.873959,,,,,,,,,,,,,,,,,,,,,
GEL,,,2.876459,,,,,,,,,,,,,,,,,,,,,
GGP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
GHS,,,12.768827,,,,,,,,,,,,,,,,,,,,,
GIP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
GMD,,,71.804786,,,,,,,,,,,,,,,,,,,,,
GNF,,,9184.313819,,,,,,,,,,,,,,,,,,,,,
GTQ,,,8.365197,,,,,,,,,,,,,,,,,,,,,
GYD,,,223.641992,,,,,,,,,,,,,,,,,,,,,
HKD,,,8.33614,,,,,,,,,,,,,,,,,,,,,
HNL,,,26.406025,,,,,,,,,,,,,,,,,,,,,
HRK,,,7.651662,,,,,,,,,,,,,,,,,,,,,
HTG,,,141.830289,,,,,,,,,,,,,,,,,,,,,
HUF,,,377.067029,,,,,,,,,,,,,,,,,,,,,
IDR,,,16747.517117,,,,,,,,,,,,,,,,,,,,,
ILS,,,4.135189,,,,,,,,,,,,,,,,,,,,,
IMP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
INR,,,88.96442,,,,,,,,,,,,,,,,,,,,,
IQD,,,1399.287058,,,,,,,,,,,,,,,,,,,,,
IRR,,,45108.144595,,,,,,,,,,,,,,,,,,,,,
ISK,,,151.326487,,,,,,,,,,,,,,,,,,,,,
JEP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
JMD,,,166.783858,,,,,,,,,,,,,,,,,,,,,
JOD,,,0.757063,,,,,,,,,,,,,,,,,,,,,
JPY,,,161.669938,,,,,,,,,,,,,,,,,,,,,
KES,,,162.01725,,,,,,,,,,,,,,,,,,,,,
KGS,,,95.334363,,,,,,,,,,,,,,,,,,,,,
KHR,,,4409.630799,,,,,,,,,,,,,,,,,,,,,
KMF,,,492.569133,,,,,,,,,,,,,,,,,,,,,
KPW,,,960.575048,,,,,,,,,,,,,,,,,,,,,
KRW,,,1408.212076,,,,,,,,,,,,,,,,,,,,,
KWD,,,0.32956,,,,,,,,,,,,,,,,,,,,,
KYD,,,0.890827,,,,,,,,,,,,,,,,,,,,,
KZT,,,501.101683,,,,,,,,,,,,,,,,,,,,,
LAK,,,22163.170448,,,,,,,,,,,,,,,,,,,,,
LBP,,,16067.30058,,,,,,,,,,,,,,,,,,,,,
LKR,,,350.096801,,,,,,,,,,,,,,,,,,,,,
LRD,,,200.28522,,,,,,,,,,,,,,,,,,,,,
LSL,,,19.923162,,,,,,,,,,,,,,,,,,,,,
LTL,,,3.151556,,,,,,,,,,,,,,,,,,,,,
LVL,,,0.645619,,,,,,,,,,,,,,,,,,,,,
LYD,,,5.206891,,,,,,,,,,,,,,,,,,,,,
MAD,,,10.923463,,,,,,,,,,,,,,,,,,,,,
MDL,,,19.086909,,,,,,,,,,,,,,,,,,,,,
MGA,,,4783.729133,,,,,,,,,,,,,,,,,,,,,
MKD,,,61.625836,,,,,,,,,,,,,,,,,,,,,
MMK,,,2244.884229,,,,,,,,,,,,,,,,,,,,,
MNT,,,3678.639414,,,,,,,,,,,,,,,,,,,,,
MOP,,,8.597349,,,,,,,,,,,,,,,,,,,,,
MRO,,,381.037584,,,,,,,,,,,,,,,,,,,,,
MUR,,,47.198671,,,,,,,,,,,,,,,,,,,,,
MVR,,,16.351443,,,,,,,,,,,,,,,,,,,,,
MWK,,,1189.781346,,,,,,,,,,,,,,,,,,,,,
MXN,,,19.023988,,,,,,,,,,,,,,,,,,,,,
MYR,,,5.024988,,,,,,,,,,,,,,,,,,,,,
MZN,,,67.508739,,,,,,,,,,,,,,,,,,,,,
NAD,,,19.924993,,,,,,,,,,,,,,,,,,,,,
NGN,,,858.711778,,,,,,,,,,,,,,,,,,,,,
NIO,,,39.125597,,,,,,,,,,,,,,,,,,,,,
NOK,,,11.901976,,,,,,,,,,,,,,,,,,,,,
NPR,,,142.457379,,,,,,,,,,,,,,,,,,,,,
NZD,,,1.81247,,,,,,,,,,,,,,,,,,,,,
OMR,,,0.41087,,,,,,,,,,,,,,,,,,,,,
PAB,,,1.069053,,,,,,,,,,,,,,,,,,,,,
PEN,,,4.062281,,,,,,,,,,,,,,,,,,,,,
PGK,,,4.023576,,,,,,,,,,,,,,,,,,,,,
PHP,,,59.645725,,,,,,,,,,,,,,,,,,,,,
PKR,,,306.805312,,,,,,,,,,,,,,,,,,,,,
PLN,,,4.424041,,,,,,,,,,,,,,,,,,,,,
PYG,,,7947.434726,,,,,,,,,,,,,,,,,,,,,
QAR,,,3.885891,,,,,,,,,,,,,,,,,,,,,
RON,,,4.970031,,,,,,,,,,,,,,,,,,,,,
RSD,,,117.206668,,,,,,,,,,,,,,,,,,,,,
RUB,,,98.216287,,,,,,,,,,,,,,,,,,,,,
RWF,,,1313.787938,,,,,,,,,,,,,,,,,,,,,
SAR,,,4.003628,,,,,,,,,,,,,,,,,,,,,
SBD,,,8.935565,,,,,,,,,,,,,,,,,,,,,
SCR,,,14.204646,,,,,,,,,,,,,,,,,,,,,
SDG,,,639.869474,,,,,,,,,,,,,,,,,,,,,
SEK,,,11.656506,,,,,,,,,,,,,,,,,,,,,
SGD,,,1.451781,,,,,,,,,,,,,,,,,,,,,
SHP,,,1.298677,,,,,,,,,,,,,,,,,,,,,
SLE,,,23.502439,,,,,,,,,,,,,,,,,,,,,
SLL,,,21079.82064,,,,,,,,,,,,,,,,,,,,,
SOS,,,609.446774,,,,,,,,,,,,,,,,,,,,,
SRD,,,40.523434,,,,,,,,,,,,,,,,,,,,,
STD,,,22091.631587,,,,,,,,,,,,,,,,,,,,,
SYP,,,13877.119358,,,,,,,,,,,,,,,,,,,,,
SZL,,,19.904127,,,,,,,,,,,,,,,,,,,,,
THB,,,38.327941,,,,,,,,,,,,,,,,,,,,,
TJS,,,11.731968,,,,,,,,,,,,,,,,,,,,,
TMT,,,3.746338,,,,,,,,,,,,,,,,,,,,,
TND,,,3.37064,,,,,,,,,,,,,,,,,,,,,
TOP,,,2.553914,,,,,,,,,,,,,,,,,,,,,
TRY,,,30.473202,,,,,,,,,,,,,,,,,,,,,
TTD,,,7.261073,,,,,,,,,,,,,,,,,,,,,
TWD,,,34.549627,,,,,,,,,,,,,,,,,,,,,
TZS,,,2668.331961,,,,,,,,,,,,,,,,,,,,,
UAH,,,38.536974,,,,,,,,,,,,,,,,,,,,,
UGX,,,4020.575144,,,,,,,,,,,,,,,,,,,,,
USD,,,1.067333,,,,,,,,,,,,,,,,,,,,,
UYU,,,42.686106,,,,,,,,,,,,,,,,,,,,,
UZS,,,13135.756003,,,,,,,,,,,,,,,,,,,,,
VEF,,,3753351.861572,,,,,,,,,,,,,,,,,,,,,
VES,,,37.616032,,,,,,,,,,,,,,,,,,,,,
VND,,,25962.867496,,,,,,,,,,,,,,,,,,,,,
VUV,,,130.169902,,,,,,,,,,,,,,,,,,,,,
WST,,,2.973328,,,,,,,,,,,,,,,,,,,,,
XAF,,,656.050848,,,,,,,,,,,,,,,,,,,,,
XAG,,,0.047319,,,,,,,,,,,,,,,,,,,,,
XAU,,,0.000547,,,,,,,,,,,,,,,,,,,,,
XCD,,,2.88452,,,,,,,,,,,,,,,,,,,,,
XDR,,,0.813124,,,,,,,,,,,,,,,,,,,,,
XOF,,,656.069291,,,,,,,,,,,,,,,,,,,,,
XPF,,,119.914669,,,,,,,,,,,,,,,,,,,,,
YER,,,267.151863,,,,,,,,,,,,,,,,,,,,,
ZAR,,,20.003682,,,,,,,,,,,,,,,,,,,,,
ZMK,,,9607.277828,,,,,,,,,,,,,,,,,,,,,
ZMW,,,24.32039,,,,,,,,,,,,,,,,,,,,,
ZWL,,,343.680688,,,,,,,,,,,,,,,,,,,,,
AED,,,3.920324,,,,,,,,,,,,,,,,,,,,,
AFN,,,78.581241,,,,,,,,,,,,,,,,,,,,,
ALL,,,104.617906,,,,,,,,,,,,,,,,,,,,,
AMD,,,430.261549,,,,,,,,,,,,,,,,,,,,,
ANG,,,1.926594,,,,,,,,,,,,,,,,,,,,,
AOA,,,887.483803,,,,,,,,,,,,,,,,,,,,,
ARS,,,373.546797,,,,,,,,,,,,,,,,,,,,,
AUD,,,1.679226,,,,,,,,,,,,,,,,,,,,,
AWG,,,1.921199,,,,,,,,,,,,,,,,,,,,,
AZN,,,1.814225,,,,,,,,,,,,,,,,,,,,,
BAM,,,1.95608,,,,,,,,,,,,,,,,,,,,,
BBD,,,2.15849,,,,,,,,,,,,,,,,,,,,,
BDT,,,117.856859,,,,,,,,,,,,,,,,,,,,,
BGN,,,1.957339,,,,,,,,,,,,,,,,,,,,,
BHD,,,0.402352,,,,,,,,,,,,,,,,,,,,,
BIF,,,3036.934434,,,,,,,,,,,,,,,,,,,,,
BMD,,,1.067333,,,,,,,,,,,,,,,,,,,,,
BND,,,1.452208,,,,,,,,,,,,,,,,,,,,,
BOB,,,7.387057,,,,,,,,,,,,,,,,,,,,,
BRL,,,5.266857,,,,,,,,,,,,,,,,,,,,,
BSD,,,1.068983,,,,,,,,,,,,,,,,,,,,,
BTC,,,2.9181744e-05,,,,,,,,,,,,,,,,,,,,,
BTN,,,89.035737,,,,,,,,,,,,,,,,,,,,,
BWP,,,14.524282,,,,,,,,,,,,,,,,,,,,,
BYN,,,3.522036,,,,,,,,,,,,,,,,,,,,,
BYR,,,20919.720572,,,,,,,,,,,,,,,,,,,,,
BZD,,,2.154789,,,,,,,,,,,,,,,,,,,,,
CAD,,,1.474291,,,,,,,,,,,,,,,,,,,,,
CDF,,,2823.095085,,,,,,,,,,,,,,,,,,,,,
CHF,,,0.963017,,,,,,,,,,,,,,,,,,,,,
CLF,,,0.035016,,,,,,,,,,,,,,,,,,,,,
CLP,,,966.203479,,,,,,,,,,,,,,,,,,,,,
CNY,,,7.780536,,,,,,,,,,,,,,,,,,,,,
COP,,,4326.966694,,,,,,,,,,,,,,,,,,,,,
CRC,,,567.581193,,,,,,,,,,,,,,,,,,,,,
CUC,,,1.067333,,,,,,,,,,,,,,,,,,,,,
CUP,,,28.284316,,,,,,,,,,,,,,,,,,,,,
CVE,,,110.280776,,,,,,,,,,,,,,,,,,,,,
CZK,,,24.525597,,,,,,,,,,,,,,,,,,,,,
DJF,,,190.332577,,,,,,,,,,,,,,,,,,,,,
DKK,,,7.458788,,,,,,,,,,,,,,,,,,,,,
DOP,,,60.688682,,,,,,,,,,,,,,,,,,,,,
DZD,,,144.245628,,,,,,,,,,,,,,,,,,,,,
EGP,,,32.987944,,,,,,,,,,,,,,,,,,,,,
ERN,,,16.00999,,,,,,,,,,,,,,,,,,,,,
ETB,,,59.763509,,,,,,,,,,,,,,,,,,,,,
EUR,,,1.0,,,,,,,,,,,,,,,,,,,,,
FJD,,,2.431393,,,,,,,,,,,,,,,,,,,,,
FKP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
GBP,,,0.873959,,,,,,,,,,,,,,,,,,,,,
GEL,,,2.876459,,,,,,,,,,,,,,,,,,,,,
GGP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
GHS,,,12.768827,,,,,,,,,,,,,,,,,,,,,
GIP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
GMD,,,71.804786,,,,,,,,,,,,,,,,,,,,,
GNF,,,9184.313819,,,,,,,,,,,,,,,,,,,,,
GTQ,,,8.365197,,,,,,,,,,,,,,,,,,,,,
GYD,,,223.641992,,,,,,,,,,,,,,,,,,,,,
HKD,,,8.33614,,,,,,,,,,,,,,,,,,,,,
HNL,,,26.406025,,,,,,,,,,,,,,,,,,,,,
HRK,,,7.651662,,,,,,,,,,,,,,,,,,,,,
HTG,,,141.830289,,,,,,,,,,,,,,,,,,,,,
HUF,,,377.067029,,,,,,,,,,,,,,,,,,,,,
IDR,,,16747.517117,,,,,,,,,,,,,,,,,,,,,
ILS,,,4.135189,,,,,,,,,,,,,,,,,,,,,
IMP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
INR,,,88.96442,,,,,,,,,,,,,,,,,,,,,
IQD,,,1399.287058,,,,,,,,,,,,,,,,,,,,,
IRR,,,45108.144595,,,,,,,,,,,,,,,,,,,,,
ISK,,,151.326487,,,,,,,,,,,,,,,,,,,,,
JEP,,,0.869441,,,,,,,,,,,,,,,,,,,,,
JMD,,,166.783858,,,,,,,,,,,,,,,,,,,,,
JOD,,,0.757063,,,,,,,,,,,,,,,,,,,,,
JPY,,,161.669938,,,,,,,,,,,,,,,,,,,,,
KES,,,162.01725,,,,,,,,,,,,,,,,,,,,,
KGS,,,95.334363,,,,,,,,,,,,,,,,,,,,,
KHR,,,4409.630799,,,,,,,,,,,,,,,,,,,,,
KMF,,,492.569133,,,,,,,,,,,,,,,,,,,,,
KPW,,,960.575048,,,,,,,,,,,,,,,,,,,,,
KRW,,,1408.212076,,,,,,,,,,,,,,,,,,,,,
KWD,,,0.32956,,,,,,,,,,,,,,,,,,,,,
KYD,,,0.890827,,,,,,,,,,,,,,,,,,,,,
KZT,,,501.101683,,,,,,,,,,,,,,,,,,,,,
LAK,,,22163.170448,,,,,,,,,,,,,,,,,,,,,
LBP,,,16067.30058,,,,,,,,,,,,,,,,,,,,,
LKR,,,350.096801,,,,,,,,,,,,,,,,,,,,,
LRD,,,200.28522,,,,,,,,,,,,,,,,,,,,,
LSL,,,19.923162,,,,,,,,,,,,,,,,,,,,,
LTL,,,3.151556,,,,,,,,,,,,,,,,,,,,,
LVL,,,0.645619,,,,,,,,,,,,,,,,,,,,,
LYD,,,5.206891,,,,,,,,,,,,,,,,,,,,,
MAD,,,10.923463,,,,,,,,,,,,,,,,,,,,,
MDL,,,19.086909,,,,,,,,,,,,,,,,,,,,,
MGA,,,4783.729133,,,,,,,,,,,,,,,,,,,,,
MKD,,,61.625836,,,,,,,,,,,,,,,,,,,,,
MMK,,,2244.884229,,,,,,,,,,,,,,,,,,,,,
MNT,,,3678.639414,,,,,,,,,,,,,,,,,,,,,
MOP,,,8.597349,,,,,,,,,,,,,,,,,,,,,
MRO,,,381.037584,,,,,,,,,,,,,,,,,,,,,
MUR,,,47.198671,,,,,,,,,,,,,,,,,,,,,
MVR,,,16.351443,,,,,,,,,,,,,,,,,,,,,
MWK,,,1189.781346,,,,,,,,,,,,,,,,,,,,,
MXN,,,19.023988,,,,,,,,,,,,,,,,,,,,,
MYR,,,5.024988,,,,,,,,,,,,,,,,,,,,,
MZN,,,67.508739,,,,,,,,,,,,,,,,,,,,,
NAD,,,19.924993,,,,,,,,,,,,,,,,,,,,,
NGN,,,858.711778,,,,,,,,,,,,,,,,,,,,,
NIO,,,39.125597,,,,,,,,,,,,,,,,,,,,,
NOK,,,11.901976,,,,,,,,,,,,,,,,,,,,,
NPR,,,142.457379,,,,,,,,,,,,,,,,,,,,,
NZD,,,1.81247,,,,,,,,,,,,,,,,,,,,,
OMR,,,0.41087,,,,,,,,,,,,,,,,,,,,,
PAB,,,1.069053,,,,,,,,,,,,,,,,,,,,,
PEN,,,4.062281,,,,,,,,,,,,,,,,,,,,,
PGK,,,4.023576,,,,,,,,,,,,,,,,,,,,,
PHP,,,59.645725,,,,,,,,,,,,,,,,,,,,,
PKR,,,306.805312,,,,,,,,,,,,,,,,,,,,,
PLN,,,4.424041,,,,,,,,,,,,,,,,,,,,,
PYG,,,7947.434726,,,,,,,,,,,,,,,,,,,,,
QAR,,,3.885891,,,,,,,,,,,,,,,,,,,,,
RON,,,4.970031,,,,,,,,,,,,,,,,,,,,,
RSD,,,117.206668,,,,,,,,,,,,,,,,,,,,,
RUB,,,98.216287,,,,,,,,,,,,,,,,,,,,,
RWF,,,1313.787938,,,,,,,,,,,,,,,,,,,,,
SAR,,,4.003628,,,,,,,,,,,,,,,,,,,,,
SBD,,,8.935565,,,,,,,,,,,,,,,,,,,,,
SCR,,,14.204646,,,,,,,,,,,,,,,,,,,,,
SDG,,,639.869474,,,,,,,,,,,,,,,,,,,,,
SEK,,,11.656506,,,,,,,,,,,,,,,,,,,,,
SGD,,,1.451781,,,,,,,,,,,,,,,,,,,,,
SHP,,,1.298677,,,,,,,,,,,,,,,,,,,,,
SLE,,,23.502439,,,,,,,,,,,,,,,,,,,,,
SLL,,,21079.82064,,,,,,,,,,,,,,,,,,,,,
SOS,,,609.446774,,,,,,,,,,,,,,,,,,,,,
SRD,,,40.523434,,,,,,,,,,,,,,,,,,,,,
STD,,,22091.631587,,,,,,,,,,,,,,,,,,,,,
SYP,,,13877.119358,,,,,,,,,,,,,,,,,,,,,
SZL,,,19.904127,,,,,,,,,,,,,,,,,,,,,
THB,,,38.327941,,,,,,,,,,,,,,,,,,,,,
TJS,,,11.731968,,,,,,,,,,,,,,,,,,,,,
TMT,,,3.746338,,,,,,,,,,,,,,,,,,,,,
TND,,,3.37064,,,,,,,,,,,,,,,,,,,,,
TOP,,,2.553914,,,,,,,,,,,,,,,,,,,,,
TRY,,,30.473202,,,,,,,,,,,,,,,,,,,,,
TTD,,,7.261073,,,,,,,,,,,,,,,,,,,,,
TWD,,,34.549627,,,,,,,,,,,,,,,,,,,,,
TZS,,,2668.331961,,,,,,,,,,,,,,,,,,,,,
UAH,,,38.536974,,,,,,,,,,,,,,,,,,,,,
UGX,,,4020.575144,,,,,,,,,,,,,,,,,,,,,
USD,,,1.067333,,,,,,,,,,,,,,,,,,,,,
UYU,,,42.686106,,,,,,,,,,,,,,,,,,,,,
UZS,,,13135.756003,,,,,,,,,,,,,,,,,,,,,
VEF,,,3753351.861572,,,,,,,,,,,,,,,,,,,,,
VES,,,37.616032,,,,,,,,,,,,,,,,,,,,,
VND,,,25962.867496,,,,,,,,,,,,,,,,,,,,,
VUV,,,130.169902,,,,,,,,,,,,,,,,,,,,,
WST,,,2.973328,,,,,,,,,,,,,,,,,,,,,
XAF,,,656.050848,,,,,,,,,,,,,,,,,,,,,
XAG,,,0.047319,,,,,,,,,,,,,,,,,,,,,
XAU,,,0.000547,,,,,,,,,,,,,,,,,,,,,
XCD,,,2.88452,,,,,,,,,,,,,,,,,,,,,
XDR,,,0.813124,,,,,,,,,,,,,,,,,,,,,
XOF,,,656.069291,,,,,,,,,,,,,,,,,,,,,
XPF,,,119.914669,,,,,,,,,,,,,,,,,,,,,
YER,,,267.151863,,,,,,,,,,,,,,,,,,,,,
ZAR,,,20.003682,,,,,,,,,,,,,,,,,,,,,
ZMK,,,9607.277828,,,,,,,,,,,,,,,,,,,,,
ZMW,,,24.32039,,,,,,,,,,,,,,,,,,,,,
ZWL,,,343.680688,,,,,,,,,,,,,,,,,,,,,
AED,,,3.921097,,,,,,,,,,,,,,,,,,,,,
AFN,,,78.597594,,,,,,,,,,,,,,,,,,,,,
ALL,,,104.639677,,,,,,,,,,,,,,,,,,,,,
AMD,,,430.351087,,,,,,,,,,,,,,,,,,,,,
ANG,,,1.926995,,,,,,,,,,,,,,,,,,,,,
AOA,,,887.671125,,,,,,,,,,,,,,,,,,,,,
ARS,,,373.614029,,,,,,,,,,,,,,,,,,,,,
AUD,,,1.679179,,,,,,,,,,,,,,,,,,,,,
AWG,,,1.921599,,,,,,,,,,,,,,,,,,,,,
AZN,,,1.809306,,,,,,,,,,,,,,,,,,,,,
BAM,,,1.956487,,,,,,,,,,,,,,,,,,,,,
BBD,,,2.158939,,,,,,,,,,,,,,,,,,,,,
BDT,,,117.881386,,,,,,,,,,,,,,,,,,,,,
BGN,,,1.957746,,,,,,,,,,,,,,,,,,,,,
BHD,,,0.402436,,,,,,,,,,,,,,,,,,,,,
